"pathogen_1","pathogen_2","infected_hosts_1","infected_hosts_2","co_infected_hosts","expected_co_infected_hosts","phi_coefficient","odds_ratio","fisher_p","fisher_BH_q","significant_positive_BH"
"Wenzhou pacific spadenose shark reovirus 2","Vibrio ponticus",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Photobacterium swingsii",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Photobacterium damselae",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Photobacterium sp. QLXSD",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Clostridium sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Photobacterium sp.",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Vibrio sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Clostridium sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Pseudoloma sp. FJ",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Glugea plecoglossi",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Toxocara sp. CTSZ",1,19,0,0.169642857142857,-0.0429016343237295,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Lepeophtheirus sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Toxoplasma sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Toxocara sp. LYS",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Besnoitia sp. HKL",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Caligus sp. RWXLT",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Hydatigera sp. SDYY",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Cystoisospora sp. DSLT-2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Sarcocystidae sp. DSLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Sarcocystidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Toxocaridae sp. Z",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Eimeria sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Taeniidae sp. QLXSDD",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Taeniidae sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Taeniidae sp. HBSZ",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Opisthorchiidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Wenzhou pacific spadenose shark reovirus 2","Eimeriorina sp. RWXLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai reo-like virus 1","Nanhai reo-like virus 4",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 1","Nanhai reo-like virus 7",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 1","Asian seabass Nervous Necrosis Virus",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai reo-like virus 1","Aliivibrio fischeri",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 1","Acinetobacter johnsonii",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai reo-like virus 1","Pseudomonas aeruginosa",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai reo-like virus 1","Vibrio ponticus",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Nanhai reo-like virus 1","Photobacterium swingsii",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai reo-like virus 1","Photobacterium damselae",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai reo-like virus 1","Photobacterium sp. QLXSD",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 1","Clostridium sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai reo-like virus 1","Photobacterium sp.",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Nanhai reo-like virus 1","Vibrio sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai reo-like virus 1","Clostridium sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai reo-like virus 1","Pseudoloma sp. FJ",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai reo-like virus 1","Glugea plecoglossi",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 1","Lepeophtheirus sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai reo-like virus 1","Toxoplasma sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai reo-like virus 1","Toxocara sp. LYS",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai reo-like virus 1","Besnoitia sp. HKL",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai reo-like virus 1","Caligus sp. RWXLT",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 1","Hydatigera sp. SDYY",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai reo-like virus 1","Cystoisospora sp. DSLT-2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai reo-like virus 1","Sarcocystidae sp. DSLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai reo-like virus 1","Sarcocystidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai reo-like virus 1","Toxocaridae sp. Z",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai reo-like virus 1","Eimeria sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai reo-like virus 1","Taeniidae sp. QLXSDD",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Nanhai reo-like virus 1","Taeniidae sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai reo-like virus 1","Taeniidae sp. HBSZ",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai reo-like virus 1","Opisthorchiidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai reo-like virus 1","Eimeriorina sp. RWXLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai reo-like virus 2","Nanhai reo-like virus 4",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Nanhai reo-like virus 2","Nanhai reo-like virus 7",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Nanhai reo-like virus 2","Aliivibrio fischeri",2,5,0,0.0892857142857143,-0.0291482018664544,0,1,1,FALSE
"Nanhai reo-like virus 2","Acinetobacter johnsonii",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Nanhai reo-like virus 2","Pseudomonas aeruginosa",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 2","Vibrio ponticus",2,8,0,0.142857142857143,-0.0373978796003383,0,1,1,FALSE
"Nanhai reo-like virus 2","Photobacterium swingsii",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 2","Photobacterium damselae",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Nanhai reo-like virus 2","Photobacterium sp. QLXSD",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Nanhai reo-like virus 2","Clostridium sp. Y",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Nanhai reo-like virus 2","Photobacterium sp.",2,8,0,0.142857142857143,-0.0373978796003383,0,1,1,FALSE
"Nanhai reo-like virus 2","Vibrio sp. Y",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Nanhai reo-like virus 2","Clostridium sp. SQHN",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 2","Pseudoloma sp. FJ",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 2","Glugea plecoglossi",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Nanhai reo-like virus 2","Lepeophtheirus sp. SQHN",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 2","Toxoplasma sp. LZY",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 2","Toxocara sp. LYS",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 2","Besnoitia sp. HKL",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 2","Caligus sp. RWXLT",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Nanhai reo-like virus 2","Hydatigera sp. SDYY",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Nanhai reo-like virus 2","Cystoisospora sp. DSLT-2",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 2","Sarcocystidae sp. DSLT",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 2","Sarcocystidae sp. SZMB",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 2","Toxocaridae sp. Z",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 2","Eimeria sp. SZMB",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 2","Taeniidae sp. QLXSDD",2,4,0,0.0714285714285714,-0.0259499648053841,0,1,1,FALSE
"Nanhai reo-like virus 2","Taeniidae sp. LZY",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 2","Taeniidae sp. HBSZ",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Nanhai reo-like virus 2","Opisthorchiidae sp. SZMB",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 2","Eimeriorina sp. RWXLT",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 4","Nanhai reo-like virus 5",2,5,0,0.0892857142857143,-0.0291482018664544,0,1,1,FALSE
"Nanhai reo-like virus 4","Nanhai reo-like virus 6",2,5,0,0.0892857142857143,-0.0291482018664544,0,1,1,FALSE
"Nanhai reo-like virus 4","Nanhai reo-like virus 7",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Nanhai reo-like virus 4","Asian seabass Nervous Necrosis Virus",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Nanhai reo-like virus 4","Aliivibrio fischeri",2,5,0,0.0892857142857143,-0.0291482018664544,0,1,1,FALSE
"Nanhai reo-like virus 4","Acinetobacter johnsonii",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Nanhai reo-like virus 4","Pseudomonas aeruginosa",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 4","Vibrio ponticus",2,8,0,0.142857142857143,-0.0373978796003383,0,1,1,FALSE
"Nanhai reo-like virus 4","Photobacterium swingsii",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 4","Photobacterium damselae",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Nanhai reo-like virus 4","Photobacterium sp. QLXSD",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Nanhai reo-like virus 4","Clostridium sp. Y",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Nanhai reo-like virus 4","Photobacterium sp.",2,8,0,0.142857142857143,-0.0373978796003383,0,1,1,FALSE
"Nanhai reo-like virus 4","Vibrio sp. Y",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Nanhai reo-like virus 4","Clostridium sp. SQHN",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 4","Pseudoloma sp. FJ",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 4","Glugea plecoglossi",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Nanhai reo-like virus 4","Toxocara sp. CTSZ",2,19,0,0.339285714285714,-0.0609472313143721,0,1,1,FALSE
"Nanhai reo-like virus 4","Lepeophtheirus sp. SQHN",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 4","Toxoplasma sp. LZY",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 4","Toxocara sp. LYS",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 4","Besnoitia sp. HKL",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 4","Caligus sp. RWXLT",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Nanhai reo-like virus 4","Hydatigera sp. SDYY",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Nanhai reo-like virus 4","Cystoisospora sp. DSLT-2",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 4","Sarcocystidae sp. DSLT",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 4","Sarcocystidae sp. SZMB",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 4","Toxocaridae sp. Z",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 4","Eimeria sp. SZMB",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 4","Taeniidae sp. QLXSDD",2,4,0,0.0714285714285714,-0.0259499648053841,0,1,1,FALSE
"Nanhai reo-like virus 4","Taeniidae sp. LZY",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 4","Taeniidae sp. HBSZ",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Nanhai reo-like virus 4","Opisthorchiidae sp. SZMB",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 4","Eimeriorina sp. RWXLT",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 5","Nanhai reo-like virus 7",5,2,0,0.0892857142857143,-0.0291482018664544,0,1,1,FALSE
"Nanhai reo-like virus 5","Pseudomonas aeruginosa",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 5","Photobacterium swingsii",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 5","Photobacterium damselae",5,3,0,0.133928571428571,-0.0358624942577053,0,1,1,FALSE
"Nanhai reo-like virus 5","Photobacterium sp. QLXSD",5,2,0,0.0892857142857143,-0.0291482018664544,0,1,1,FALSE
"Nanhai reo-like virus 5","Clostridium sp. Y",5,3,0,0.133928571428571,-0.0358624942577053,0,1,1,FALSE
"Nanhai reo-like virus 5","Photobacterium sp.",5,8,0,0.357142857142857,-0.0599544519182411,0,1,1,FALSE
"Nanhai reo-like virus 5","Clostridium sp. SQHN",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 5","Glugea plecoglossi",5,2,0,0.0892857142857143,-0.0291482018664544,0,1,1,FALSE
"Nanhai reo-like virus 5","Lepeophtheirus sp. SQHN",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 5","Toxoplasma sp. LZY",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 5","Toxocara sp. LYS",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 5","Besnoitia sp. HKL",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 5","Cystoisospora sp. DSLT-2",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 5","Sarcocystidae sp. DSLT",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 5","Sarcocystidae sp. SZMB",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 5","Toxocaridae sp. Z",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 5","Eimeria sp. SZMB",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 5","Taeniidae sp. LZY",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 5","Opisthorchiidae sp. SZMB",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 5","Eimeriorina sp. RWXLT",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 6","Nanhai reo-like virus 7",5,2,0,0.0892857142857143,-0.0291482018664544,0,1,1,FALSE
"Nanhai reo-like virus 6","Pseudomonas aeruginosa",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 6","Photobacterium swingsii",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 6","Photobacterium damselae",5,3,0,0.133928571428571,-0.0358624942577053,0,1,1,FALSE
"Nanhai reo-like virus 6","Photobacterium sp. QLXSD",5,2,0,0.0892857142857143,-0.0291482018664544,0,1,1,FALSE
"Nanhai reo-like virus 6","Clostridium sp. Y",5,3,0,0.133928571428571,-0.0358624942577053,0,1,1,FALSE
"Nanhai reo-like virus 6","Photobacterium sp.",5,8,0,0.357142857142857,-0.0599544519182411,0,1,1,FALSE
"Nanhai reo-like virus 6","Clostridium sp. SQHN",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 6","Glugea plecoglossi",5,2,0,0.0892857142857143,-0.0291482018664544,0,1,1,FALSE
"Nanhai reo-like virus 6","Lepeophtheirus sp. SQHN",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 6","Toxoplasma sp. LZY",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 6","Toxocara sp. LYS",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 6","Besnoitia sp. HKL",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 6","Hydatigera sp. SDYY",5,3,0,0.133928571428571,-0.0358624942577053,0,1,1,FALSE
"Nanhai reo-like virus 6","Cystoisospora sp. DSLT-2",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 6","Sarcocystidae sp. DSLT",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 6","Sarcocystidae sp. SZMB",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 6","Toxocaridae sp. Z",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 6","Eimeria sp. SZMB",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 6","Taeniidae sp. QLXSDD",5,4,0,0.178571428571429,-0.0416017146916098,0,1,1,FALSE
"Nanhai reo-like virus 6","Taeniidae sp. LZY",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 6","Taeniidae sp. HBSZ",5,3,0,0.133928571428571,-0.0358624942577053,0,1,1,FALSE
"Nanhai reo-like virus 6","Opisthorchiidae sp. SZMB",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 6","Eimeriorina sp. RWXLT",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai reo-like virus 7","Asian seabass Nervous Necrosis Virus",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Nanhai reo-like virus 7","Aliivibrio fischeri",2,5,0,0.0892857142857143,-0.0291482018664544,0,1,1,FALSE
"Nanhai reo-like virus 7","Acinetobacter johnsonii",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Nanhai reo-like virus 7","Pseudomonas aeruginosa",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 7","Vibrio ponticus",2,8,0,0.142857142857143,-0.0373978796003383,0,1,1,FALSE
"Nanhai reo-like virus 7","Photobacterium swingsii",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 7","Photobacterium damselae",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Nanhai reo-like virus 7","Photobacterium sp. QLXSD",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Nanhai reo-like virus 7","Clostridium sp. Y",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Nanhai reo-like virus 7","Photobacterium sp.",2,8,0,0.142857142857143,-0.0373978796003383,0,1,1,FALSE
"Nanhai reo-like virus 7","Vibrio sp. Y",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Nanhai reo-like virus 7","Clostridium sp. SQHN",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 7","Pseudoloma sp. FJ",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 7","Glugea plecoglossi",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Nanhai reo-like virus 7","Toxocara sp. CTSZ",2,19,0,0.339285714285714,-0.0609472313143721,0,1,1,FALSE
"Nanhai reo-like virus 7","Lepeophtheirus sp. SQHN",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 7","Toxoplasma sp. LZY",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 7","Toxocara sp. LYS",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 7","Besnoitia sp. HKL",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 7","Caligus sp. RWXLT",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Nanhai reo-like virus 7","Hydatigera sp. SDYY",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Nanhai reo-like virus 7","Cystoisospora sp. DSLT-2",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 7","Sarcocystidae sp. DSLT",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 7","Sarcocystidae sp. SZMB",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 7","Toxocaridae sp. Z",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 7","Eimeria sp. SZMB",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 7","Taeniidae sp. QLXSDD",2,4,0,0.0714285714285714,-0.0259499648053841,0,1,1,FALSE
"Nanhai reo-like virus 7","Taeniidae sp. LZY",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 7","Taeniidae sp. HBSZ",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Nanhai reo-like virus 7","Opisthorchiidae sp. SZMB",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai reo-like virus 7","Eimeriorina sp. RWXLT",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Aliivibrio fischeri",3,5,0,0.133928571428571,-0.0358624942577053,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Acinetobacter johnsonii",3,3,0,0.0803571428571429,-0.0275229357798165,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Pseudomonas aeruginosa",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Vibrio ponticus",3,8,0,0.214285714285714,-0.0460124864155343,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Photobacterium swingsii",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Photobacterium damselae",3,3,0,0.0803571428571429,-0.0275229357798165,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Photobacterium sp. QLXSD",3,2,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Clostridium sp. Y",3,3,0,0.0803571428571429,-0.0275229357798165,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Photobacterium sp.",3,8,0,0.214285714285714,-0.0460124864155343,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Vibrio sp. Y",3,3,0,0.0803571428571429,-0.0275229357798165,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Clostridium sp. SQHN",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
