"pathogen_1","pathogen_2","infected_hosts_1","infected_hosts_2","co_infected_hosts","expected_co_infected_hosts","phi_coefficient","odds_ratio","fisher_p","fisher_BH_q","significant_positive_BH"
"Asian seabass Nervous Necrosis Virus","Pseudoloma sp. FJ",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Glugea plecoglossi",3,2,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Toxocara sp. CTSZ",3,19,0,0.508928571428571,-0.0749864346023407,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Lepeophtheirus sp. SQHN",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Toxoplasma sp. LZY",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Toxocara sp. LYS",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Besnoitia sp. HKL",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Caligus sp. RWXLT",3,2,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Hydatigera sp. SDYY",3,3,0,0.0803571428571429,-0.0275229357798165,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Cystoisospora sp. DSLT-2",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Sarcocystidae sp. DSLT",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Sarcocystidae sp. SZMB",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Toxocaridae sp. Z",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Eimeria sp. SZMB",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Taeniidae sp. QLXSDD",3,4,0,0.107142857142857,-0.031927542840705,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Taeniidae sp. LZY",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Taeniidae sp. HBSZ",3,3,0,0.0803571428571429,-0.0275229357798165,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Opisthorchiidae sp. SZMB",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Asian seabass Nervous Necrosis Virus","Eimeriorina sp. RWXLT",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Aliivibrio fischeri","Acinetobacter johnsonii",5,3,0,0.133928571428571,-0.0358624942577053,0,1,1,FALSE
"Aliivibrio fischeri","Pseudomonas aeruginosa",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Aliivibrio fischeri","Photobacterium swingsii",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Aliivibrio fischeri","Photobacterium sp. QLXSD",5,2,0,0.0892857142857143,-0.0291482018664544,0,1,1,FALSE
"Aliivibrio fischeri","Clostridium sp. Y",5,3,0,0.133928571428571,-0.0358624942577053,0,1,1,FALSE
"Aliivibrio fischeri","Photobacterium sp.",5,8,0,0.357142857142857,-0.0599544519182411,0,1,1,FALSE
"Aliivibrio fischeri","Clostridium sp. SQHN",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Aliivibrio fischeri","Glugea plecoglossi",5,2,0,0.0892857142857143,-0.0291482018664544,0,1,1,FALSE
"Aliivibrio fischeri","Toxocara sp. CTSZ",5,19,0,0.848214285714286,-0.0977076210854047,0,1,1,FALSE
"Aliivibrio fischeri","Lepeophtheirus sp. SQHN",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Aliivibrio fischeri","Toxoplasma sp. LZY",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Aliivibrio fischeri","Toxocara sp. LYS",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Aliivibrio fischeri","Besnoitia sp. HKL",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Aliivibrio fischeri","Hydatigera sp. SDYY",5,3,0,0.133928571428571,-0.0358624942577053,0,1,1,FALSE
"Aliivibrio fischeri","Cystoisospora sp. DSLT-2",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Aliivibrio fischeri","Sarcocystidae sp. DSLT",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Aliivibrio fischeri","Sarcocystidae sp. SZMB",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Aliivibrio fischeri","Toxocaridae sp. Z",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Aliivibrio fischeri","Eimeria sp. SZMB",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Aliivibrio fischeri","Taeniidae sp. QLXSDD",5,4,0,0.178571428571429,-0.0416017146916098,0,1,1,FALSE
"Aliivibrio fischeri","Taeniidae sp. LZY",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Aliivibrio fischeri","Taeniidae sp. HBSZ",5,3,0,0.133928571428571,-0.0358624942577053,0,1,1,FALSE
"Aliivibrio fischeri","Opisthorchiidae sp. SZMB",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Aliivibrio fischeri","Eimeriorina sp. RWXLT",5,1,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Acinetobacter johnsonii","Pseudomonas aeruginosa",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Acinetobacter johnsonii","Vibrio ponticus",3,8,0,0.214285714285714,-0.0460124864155343,0,1,1,FALSE
"Acinetobacter johnsonii","Photobacterium swingsii",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Acinetobacter johnsonii","Photobacterium damselae",3,3,0,0.0803571428571429,-0.0275229357798165,0,1,1,FALSE
"Acinetobacter johnsonii","Clostridium sp. Y",3,3,0,0.0803571428571429,-0.0275229357798165,0,1,1,FALSE
"Acinetobacter johnsonii","Vibrio sp. Y",3,3,0,0.0803571428571429,-0.0275229357798165,0,1,1,FALSE
"Acinetobacter johnsonii","Clostridium sp. SQHN",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Acinetobacter johnsonii","Pseudoloma sp. FJ",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Acinetobacter johnsonii","Glugea plecoglossi",3,2,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Acinetobacter johnsonii","Lepeophtheirus sp. SQHN",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Acinetobacter johnsonii","Toxoplasma sp. LZY",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Acinetobacter johnsonii","Toxocara sp. LYS",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Acinetobacter johnsonii","Hydatigera sp. SDYY",3,3,0,0.0803571428571429,-0.0275229357798165,0,1,1,FALSE
"Acinetobacter johnsonii","Sarcocystidae sp. SZMB",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Acinetobacter johnsonii","Toxocaridae sp. Z",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Acinetobacter johnsonii","Eimeria sp. SZMB",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Acinetobacter johnsonii","Taeniidae sp. QLXSDD",3,4,0,0.107142857142857,-0.031927542840705,0,1,1,FALSE
"Acinetobacter johnsonii","Taeniidae sp. LZY",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Acinetobacter johnsonii","Taeniidae sp. HBSZ",3,3,0,0.0803571428571429,-0.0275229357798165,0,1,1,FALSE
"Acinetobacter johnsonii","Opisthorchiidae sp. SZMB",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Acinetobacter johnsonii","Eimeriorina sp. RWXLT",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Pseudomonas aeruginosa","Vibrio ponticus",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Pseudomonas aeruginosa","Photobacterium swingsii",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Pseudomonas aeruginosa","Photobacterium damselae",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Pseudomonas aeruginosa","Clostridium sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Pseudomonas aeruginosa","Vibrio sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Pseudomonas aeruginosa","Clostridium sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Pseudomonas aeruginosa","Pseudoloma sp. FJ",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Pseudomonas aeruginosa","Glugea plecoglossi",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Pseudomonas aeruginosa","Lepeophtheirus sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Pseudomonas aeruginosa","Toxoplasma sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Pseudomonas aeruginosa","Toxocara sp. LYS",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Pseudomonas aeruginosa","Besnoitia sp. HKL",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Pseudomonas aeruginosa","Caligus sp. RWXLT",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Pseudomonas aeruginosa","Hydatigera sp. SDYY",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Pseudomonas aeruginosa","Cystoisospora sp. DSLT-2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Pseudomonas aeruginosa","Sarcocystidae sp. DSLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Pseudomonas aeruginosa","Sarcocystidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Pseudomonas aeruginosa","Toxocaridae sp. Z",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Pseudomonas aeruginosa","Eimeria sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Pseudomonas aeruginosa","Taeniidae sp. QLXSDD",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Pseudomonas aeruginosa","Taeniidae sp. HBSZ",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Pseudomonas aeruginosa","Opisthorchiidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Pseudomonas aeruginosa","Eimeriorina sp. RWXLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Vibrio ponticus","Photobacterium sp. QLXSD",8,2,0,0.142857142857143,-0.0373978796003383,0,1,1,FALSE
"Vibrio ponticus","Clostridium sp. Y",8,3,0,0.214285714285714,-0.0460124864155343,0,1,1,FALSE
"Vibrio ponticus","Photobacterium sp.",8,8,0,0.571428571428571,-0.0769230769230769,0,1,1,FALSE
"Vibrio ponticus","Clostridium sp. SQHN",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Vibrio ponticus","Glugea plecoglossi",8,2,0,0.142857142857143,-0.0373978796003383,0,1,1,FALSE
"Vibrio ponticus","Lepeophtheirus sp. SQHN",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Vibrio ponticus","Toxoplasma sp. LZY",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Vibrio ponticus","Toxocara sp. LYS",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Vibrio ponticus","Besnoitia sp. HKL",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Vibrio ponticus","Hydatigera sp. SDYY",8,3,0,0.214285714285714,-0.0460124864155343,0,1,1,FALSE
"Vibrio ponticus","Cystoisospora sp. DSLT-2",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Vibrio ponticus","Sarcocystidae sp. DSLT",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Vibrio ponticus","Sarcocystidae sp. SZMB",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Vibrio ponticus","Toxocaridae sp. Z",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Vibrio ponticus","Eimeria sp. SZMB",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Vibrio ponticus","Taeniidae sp. QLXSDD",8,4,0,0.285714285714286,-0.0533760512683624,0,1,1,FALSE
"Vibrio ponticus","Taeniidae sp. LZY",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Vibrio ponticus","Taeniidae sp. HBSZ",8,3,0,0.214285714285714,-0.0460124864155343,0,1,1,FALSE
"Vibrio ponticus","Opisthorchiidae sp. SZMB",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Photobacterium swingsii","Photobacterium sp. QLXSD",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Photobacterium swingsii","Clostridium sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Photobacterium swingsii","Photobacterium sp.",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Photobacterium swingsii","Vibrio sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Photobacterium swingsii","Clostridium sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Photobacterium swingsii","Pseudoloma sp. FJ",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Photobacterium swingsii","Glugea plecoglossi",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Photobacterium swingsii","Lepeophtheirus sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Photobacterium swingsii","Toxoplasma sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Photobacterium swingsii","Toxocara sp. LYS",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Photobacterium swingsii","Besnoitia sp. HKL",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Photobacterium swingsii","Caligus sp. RWXLT",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Photobacterium swingsii","Hydatigera sp. SDYY",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Photobacterium swingsii","Cystoisospora sp. DSLT-2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Photobacterium swingsii","Sarcocystidae sp. DSLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Photobacterium swingsii","Sarcocystidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Photobacterium swingsii","Toxocaridae sp. Z",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Photobacterium swingsii","Eimeria sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Photobacterium swingsii","Taeniidae sp. QLXSDD",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Photobacterium swingsii","Taeniidae sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Photobacterium swingsii","Taeniidae sp. HBSZ",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Photobacterium swingsii","Opisthorchiidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Photobacterium damselae","Photobacterium sp. QLXSD",3,2,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Photobacterium damselae","Photobacterium sp.",3,8,0,0.214285714285714,-0.0460124864155343,0,1,1,FALSE
"Photobacterium damselae","Vibrio sp. Y",3,3,0,0.0803571428571429,-0.0275229357798165,0,1,1,FALSE
"Photobacterium damselae","Clostridium sp. SQHN",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Photobacterium damselae","Pseudoloma sp. FJ",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Photobacterium damselae","Glugea plecoglossi",3,2,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Photobacterium damselae","Lepeophtheirus sp. SQHN",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Photobacterium damselae","Toxoplasma sp. LZY",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Photobacterium damselae","Toxocara sp. LYS",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Photobacterium damselae","Besnoitia sp. HKL",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Photobacterium damselae","Caligus sp. RWXLT",3,2,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Photobacterium damselae","Hydatigera sp. SDYY",3,3,0,0.0803571428571429,-0.0275229357798165,0,1,1,FALSE
"Photobacterium damselae","Cystoisospora sp. DSLT-2",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Photobacterium damselae","Sarcocystidae sp. DSLT",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Photobacterium damselae","Sarcocystidae sp. SZMB",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Photobacterium damselae","Toxocaridae sp. Z",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Photobacterium damselae","Eimeria sp. SZMB",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Photobacterium damselae","Taeniidae sp. QLXSDD",3,4,0,0.107142857142857,-0.031927542840705,0,1,1,FALSE
"Photobacterium damselae","Taeniidae sp. LZY",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Photobacterium damselae","Taeniidae sp. HBSZ",3,3,0,0.0803571428571429,-0.0275229357798165,0,1,1,FALSE
"Photobacterium damselae","Opisthorchiidae sp. SZMB",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Photobacterium sp. QLXSD","Clostridium sp. Y",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Photobacterium sp. QLXSD","Vibrio sp. Y",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Photobacterium sp. QLXSD","Clostridium sp. SQHN",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Photobacterium sp. QLXSD","Pseudoloma sp. FJ",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Photobacterium sp. QLXSD","Glugea plecoglossi",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Photobacterium sp. QLXSD","Lepeophtheirus sp. SQHN",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Photobacterium sp. QLXSD","Toxoplasma sp. LZY",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Photobacterium sp. QLXSD","Toxocara sp. LYS",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Photobacterium sp. QLXSD","Caligus sp. RWXLT",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Photobacterium sp. QLXSD","Hydatigera sp. SDYY",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Photobacterium sp. QLXSD","Cystoisospora sp. DSLT-2",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Photobacterium sp. QLXSD","Sarcocystidae sp. DSLT",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Photobacterium sp. QLXSD","Sarcocystidae sp. SZMB",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Photobacterium sp. QLXSD","Toxocaridae sp. Z",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Photobacterium sp. QLXSD","Eimeria sp. SZMB",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Photobacterium sp. QLXSD","Taeniidae sp. QLXSDD",2,4,0,0.0714285714285714,-0.0259499648053841,0,1,1,FALSE
"Photobacterium sp. QLXSD","Taeniidae sp. HBSZ",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Photobacterium sp. QLXSD","Opisthorchiidae sp. SZMB",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Photobacterium sp. QLXSD","Eimeriorina sp. RWXLT",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Clostridium sp. Y","Photobacterium sp.",3,8,0,0.214285714285714,-0.0460124864155343,0,1,1,FALSE
"Clostridium sp. Y","Vibrio sp. Y",3,3,0,0.0803571428571429,-0.0275229357798165,0,1,1,FALSE
"Clostridium sp. Y","Clostridium sp. SQHN",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Clostridium sp. Y","Pseudoloma sp. FJ",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Clostridium sp. Y","Glugea plecoglossi",3,2,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Clostridium sp. Y","Toxocara sp. CTSZ",3,19,0,0.508928571428571,-0.0749864346023407,0,1,1,FALSE
"Clostridium sp. Y","Lepeophtheirus sp. SQHN",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Clostridium sp. Y","Toxoplasma sp. LZY",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Clostridium sp. Y","Toxocara sp. LYS",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Clostridium sp. Y","Besnoitia sp. HKL",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Clostridium sp. Y","Caligus sp. RWXLT",3,2,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Clostridium sp. Y","Hydatigera sp. SDYY",3,3,0,0.0803571428571429,-0.0275229357798165,0,1,1,FALSE
"Clostridium sp. Y","Cystoisospora sp. DSLT-2",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Clostridium sp. Y","Sarcocystidae sp. DSLT",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Clostridium sp. Y","Sarcocystidae sp. SZMB",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Clostridium sp. Y","Toxocaridae sp. Z",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Clostridium sp. Y","Eimeria sp. SZMB",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Clostridium sp. Y","Taeniidae sp. QLXSDD",3,4,0,0.107142857142857,-0.031927542840705,0,1,1,FALSE
"Clostridium sp. Y","Taeniidae sp. LZY",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Clostridium sp. Y","Taeniidae sp. HBSZ",3,3,0,0.0803571428571429,-0.0275229357798165,0,1,1,FALSE
"Clostridium sp. Y","Opisthorchiidae sp. SZMB",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Clostridium sp. Y","Eimeriorina sp. RWXLT",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Photobacterium sp.","Vibrio sp. Y",8,3,0,0.214285714285714,-0.0460124864155343,0,1,1,FALSE
"Photobacterium sp.","Clostridium sp. SQHN",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Photobacterium sp.","Pseudoloma sp. FJ",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Photobacterium sp.","Glugea plecoglossi",8,2,0,0.142857142857143,-0.0373978796003383,0,1,1,FALSE
"Photobacterium sp.","Lepeophtheirus sp. SQHN",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Photobacterium sp.","Toxoplasma sp. LZY",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Photobacterium sp.","Toxocara sp. LYS",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Photobacterium sp.","Caligus sp. RWXLT",8,2,0,0.142857142857143,-0.0373978796003383,0,1,1,FALSE
"Photobacterium sp.","Cystoisospora sp. DSLT-2",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Photobacterium sp.","Sarcocystidae sp. DSLT",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Photobacterium sp.","Sarcocystidae sp. SZMB",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Photobacterium sp.","Toxocaridae sp. Z",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Photobacterium sp.","Eimeria sp. SZMB",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Photobacterium sp.","Taeniidae sp. HBSZ",8,3,0,0.214285714285714,-0.0460124864155343,0,1,1,FALSE
"Photobacterium sp.","Opisthorchiidae sp. SZMB",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Photobacterium sp.","Eimeriorina sp. RWXLT",8,1,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Vibrio sp. Y","Clostridium sp. SQHN",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Vibrio sp. Y","Glugea plecoglossi",3,2,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Vibrio sp. Y","Toxocara sp. CTSZ",3,19,0,0.508928571428571,-0.0749864346023407,0,1,1,FALSE
"Vibrio sp. Y","Lepeophtheirus sp. SQHN",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Vibrio sp. Y","Toxoplasma sp. LZY",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Vibrio sp. Y","Toxocara sp. LYS",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Vibrio sp. Y","Besnoitia sp. HKL",3,1,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
